Shelfmark,Contents,Link to Digitised Manuscripts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 938,"Lease of Land (P.Lond. III 938, TM 22722) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 939,"Loan of Money (P.Lond. III 939, TM 22723) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 940,"Registration of Inheritance (P.Lond. III 940, Chrest.Mitt. 209, TM 22724)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 941,"Registration of Sale (P.Lond. III 941, TM 22725)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 942,"Registration of Sale (P.Lond. III 942, TM 22726)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 943,"Deposit of Money (P.Lond. III 943, Chrest.Mitt. 330, TM 22727) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 944,"Receipts (P.Lond. III 944, TM 22728) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 945,"Registration of Property (P.Lond. III 945, TM 22730)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 946,"Census Declaration (P.Lond. III 946, TM 22731) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 949,"Public Registration of a Sale (SB XX 14447, P.Lond. III 949 descr., TM 32186)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 951,"Contract (P.Lond. III 951r, TM 22742) and Private Letter to a Son-In-Law (P.Lond. III 951v, TM 31964)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 954,"Lease of Land (P.Lond. III 954, Chrest.Mitt. 351, TM 22747) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 955,"Application for Grain Dole (P.Lond. III 955, Chrest.Wilck. 425, TM 22748) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 959,"Receipt for Wine (SB XVIII 13309, P.Lond. III 959 descr., TM 18366)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_959 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 963,"Private Letter (SB III 6299, P.Lond. III 963 descr., TM 27794)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 964,"Private Letter and Register of Customs Payments (P.Lond. III 964, TM 29251) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 965,"Account (P.Lond. III 965, TM 22752) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 966,"Tax Account (P.Lond. III 966, TM 33744)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 970,"Epyllion or Epithalamion? (P.Lond.Lit. 38, P.Lond. III 970 descr., TM 64095, LDAB 5313, MP3 1814) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 971,"Report of Legal Proceedings (P.Lond. III 971, Chrest.Mitt. 95, TM 31971) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 972,"Order to Pay (P.Lond. III 972, TM 33775) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 974,"Surety for Fruit-Buyer (P.Lond. III 974, Chrest.Wilck. 429, TM 22753)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 975,"Loan (P.Lond. III 975, TM 22754) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 976,"Loan of Lentils (P.Lond. III 976, TM 22755) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 977,"Sale of a Slave (P.Lond. III 977, TM 22756) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 978,"Share of a House (P.Lond. III 978, TM 22757) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 979,"Lease of Land (P.Lond. III 979, TM 22758) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 98,"Greek and Old Coptic Horoscope with Hyperides' Funeral Oration over Leosthenes (P. Lond. I. 98; P. Copt. 366 TM 23938 and P. Lit. 133; TM 61282)
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 981,"Private Letter (P.Lond. III 981, Chrest.Wilck. 130, TM 33777)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 982,"Letter of a Recruit (SB XXIV 16282, P.Lond. III 982, TM 33778)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_982 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 983,"Petition (P.Lond. III 983, TM 33779) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 984,"Account (P.Lond. III 984, TM 22760) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 985,"Receipt (P.Lond. III 985, Chrest.Wilck. 466, TM 33780) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 986,"Private Letter (SB XVI 12424, P.Lond. III 986 descr., TM 32586)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 987,"Private Letter (SB XVIII 13588, P.Lond. III 987 descr., TM 32982)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 988,"Private Letter (P.Lond. III 988, TM 31973) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 99,"Accounts (P.Lond. I 99 + BL I pp. 228-229, TM 33212)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 990,"Receipt of a Shipmaster (SB XX 14466, P.Lond. III 990 descr., TM 35748)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_990 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 991,"Sale of a House (P.Lond.. III 991, TM 22761) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 992,"Agreement for Arbitration (P.Lond. III 992, Chrest.Mitt. 365, TM 22762)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 993,"Receipt for a Probation Letter (P.Lond. III 993 descr., P.Gascou 21, TM 22763)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 994,"Lease of a Pottery (P.Lond. III 994, TM 22764) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 995,"Receipt for Tax Payments (P.Lond. III 995, TM 22765) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 996,"Receipt for Tax Payments (P.Lond. III 996, TM 22768) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 997,"Sale of Wine on Delivery (SB XXII 15597, P.Lond. III 997 descr., TM 45049) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papyrus 998-999,"Sale of Wine on Delivery (SB XVI 12488, P.Lond. III 998 descr.+P.Lond. III 999, TM 16251) ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Papyrus_998-999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 A IX,The Book of Daniel translated into Greek by Hugh Broughton (1549-1612),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_A_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 A XIV,Gospels (the 'Wessex Gospels') ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_A_XIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 A XV,"Old Testament: Proverbs, Wisdom, Ecclesiastes, and the Song of Solomon (Rahlfs 425), in Greek and Latin",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_A_XV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 A XVIII,Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_A_XVIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 B I,"New Testament: Acts and Epistles (Gregory-Aland 308; Scrivener Paul. 25, Act. 20; von Soden α 456), with Euthalian prefaces to the Catholic Epistles, imperfect, being partly damaged throughout",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_B_I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 B II,Old Testament: Major and Minor Prophets of the Septuagint version (Rahlfs 22),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_B_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 B VII,Gospel Book ('The Royal Athelstan Gospels') ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_B_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royal MS 1 B XI 
","The four Gospels, preceded by St Jerome, Epistula ad Damasum papam (imperfect), St Jerome, Prologus quattuor evangeliorum and Eusebius, Epistula ad Carpianum; Records of St Augustine's Abbey, Canterbury 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_B_XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 C IX,"Glossed Wycliffite Bible, in the later version (from Genesis to Job)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_C_IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 C VII,The Rochester Bible ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_c_vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 D II,"Old Testament: Historical books and Isaiah of the Septuagint version (Rahlfs 93), imperfect and with extensive marginal notes",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_D_II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 D III,Gospels,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_D_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 D IX,Gospels (the 'Cnut Gospels') ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_d_ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 D VIII,Codex Alexandrinus (New Testament),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_D_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 D X,Psalter (Oxford Psalter),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_d_x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 E IX,"Bible (the 'Big Bible' or the 'Great Bible'), with the Gospel of Nicodemus and the Interpretation of Hebrew names ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_e_ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 E VI,Gospels (the 'Royal Bible') ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_E_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 E VII,Bible,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_E_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 1 E VIII,Bible,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_1_E_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royal MS 10 A XIII 
","Smaragdus of St Mihiel, Expositio in Regulam Sancti Benedicti 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_10_A_XIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 10 A XIII/1,Miniature of St Dunstan as a bishop,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_10_A_XIII/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 10 B XIV,"John Dumbleton, Summa logicae et philosophiae naturalis 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_10_B_XIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 10 D VIII,"Gratian's Decretum, with the Glossa ordinaria of Bartholomew of Brescia",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_10_D_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 10 E IV,Decretals of Gregory IX with gloss of Bernard of Parma (the 'Smithfield Decretals') ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_10_e_iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 11 E XI,"Magister Sampson, Benedictus de Opitiis and others, Motets for Henry VIII ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_11_e_xi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A LV,"Complimentary verses to Henry Frederick, Prince of Wales, by Israel Brimeld, of New College, Oxford 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A LX,"Complimentary verses to Charles I upon a visit to Winchester, entitled 'Musae Tripudiantes'",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_LX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A LXVII,"Complimentary verses to Elizabeth I on the beginning of her reign by the High Master and boys of St Paul's School 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_LXVII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A VI,"Complimentary verses to Henry Frederick, Prince of Wales, on his matriculation at Magdalen College, Oxford, in 1605
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_VI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A VIII,Complimentary verses to Elizabeth I on her Accession Day,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A XLI,Complimentary verses to Elizabeth I by boys of Westminster School,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_XLI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A XV,"Complimentary verses to Henry, Earl of Arundel, on his return from abroad, by Robert Owen",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_XV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A XXIII,"Complimentary verses and address to Elizabeth I on her visit to Oxford by Geoffrey Lewis, of Christ Church",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_XXIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A XXVIII,"Complimentary verses inviting a visit from Henry, Prince of Wales, by members of Winchester College",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_XXVIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 A XXX,Complimentary verses to Elizabeth I on her coming to Windsor by members of Eton College,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_A_XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 C III,"Filippo Alberici, Hieroglyphica and emblematic inscriptions ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_c_iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 C VIII,"Pandolfo Collenuccio, Apologues and Lucian of Samosata, Dialogues ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_c_viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 C VIII/1,"Detached binding from Pandolfo Collenuccio, Apologues and Lucian of Samosata, Dialogues (Royal MS 12 C VIII)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_C_VIII/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 C XII,"A collection in prose and verse, including culinary recipes 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_C_XII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 C XIX,Bestiary with theological texts ,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_c_xix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 C XXIII,"Julian of Toledo's Prognosticon futuri saeculi, with Latin glosses and an Old English gloss; riddles by various authors, including Aldhelm, Symphosius, Eusebius, and Tatwine, with Latin and Old English glosses; Pseudo-Smaragdus, Opus monitorium and monitory poems; Versus cuiusdam Scotti de alphabeto",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_C_XXIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royal MS 12 D IV 
","A calendar with computus tables; Hepric, De computo, Bede, De temporum ratione and Bede, Epistola ad Wicthedum de aequinoctio vel de paschae celebratione ",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_D_IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 D XVII,Bald's Leechbook,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_D_XVII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 E XX,"A commentary on Hippocrates, Aphorism attributed to Aptalio; Galen, De arte curativa ad Glauconem; Pseudo-Galen, Ad Glauconem liber tertius; Liber Aureliani; Liber Esculapii; De podagra; Pseudo-Oribasius, commentary on Hippocrates's Aphorims; Anonymous, Medicina Plinii; Gargilius Martialis, Medicina ex oleribus et pomis; Anonymous, Liber dietarum diversorum medicorum; Excerpt from Isidore of Seville, Etymologiae; an anonymous Antidotary; and medical charms and recipes",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_E_XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 E XXIII,Medical miscellany in prose and verse,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_E_XXIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 F XIII,Bestiary and Lapidary ('the Rochester Bestiary'),http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_F_XIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 12 G VIII,Liber nouem iudicum,http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_12_G_VIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 A III,"Geoffrey of Monmouth, Historia regum Britanniae",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_A_III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 A IV,"Life of St Hugh, Bishop of Lincoln (Miscellany of theological, grammatical and historical texts)",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_A_IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 A X,"Lives of Saints Johannes Eleemosynarius, Alban and Rumwold, Life of St. Malo",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_A_X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 A XI ,"Bede, De Temporum Ratione",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_A_XI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 A XV,"Felix of Crowland, Vita Guthlaci",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_A_XV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royal MS 13 A XXII
","Paul the Deacon, Historia Langobardorum; Excerpt from Frechulf of Lisieux, Chronica; An added poem on the preservation of St Bertin's abbey at St Omer 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_A_XXII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Royal MS 13 A XXIII,"Ado of Vienne, Chronicon siue Breviarium de sex mundi aetatibus; A list of Roman emperors from West and East; A list of dukes of Normandy; Genealogia regum Francorum 
",http://www.bl.uk/manuscripts/FullDisplay.aspx?ref=Royal_MS_13_A_XXIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
